"id"	"AGEP"	"CIT"	"COW"	"DDRS"	"INTP"	"LANX"	"MAR"	"MARHT"	"MIG"	"MIL"	"SCHL"	"SEX"	"WAGP"	"WKHP"	"ESR"	"INDP"	"OCCP"	"PINCP"	"RAC1P"
"3408"	34414	34	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	200	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	120000	55	"Civilian employed, at work"	"FIN-BANKING AND RELATED ACTIVITIES"	NA	120200	"White alone"
"3409"	34420	88	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	18000	"White alone"
"3410"	34431	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Some other race alone"
"3411"	34432	35	"Born abroad of American parent(s)"	"Local government employee (city, county, etc.)"	"No"	100	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	60000	40	"Civilian employed, at work"	"MED-OUTPATIENT CARE CENTERS"	NA	60100	"White alone"
"3412"	34439	45	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	0	50	"Civilian employed, at work"	NA	NA	20000	"White alone"
"3413"	34449	61	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	24500	35	"Civilian employed, at work"	"MED-OTHER HEALTH CARE SERVICES"	"OFF-COURIERS AND MESSENGERS"	24500	"White alone"
"3414"	34455	60	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	"SRV-PRIVATE HOUSEHOLDS"	"PRS-CHILD CARE WORKERS"	0	"White alone"
"3415"	34460	39	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	16800	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	30000	30	"Civilian employed, with a job but not at work"	"PRF-LANDSCAPING SERVICES"	"CLN-GROUNDS MAINTENANCE WORKERS"	46800	"White alone"
"3416"	34475	49	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	100	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	25	"Civilian employed, at work"	"PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING"	"EDU-OTHER TEACHERS AND INSTRUCTORS"	50100	"White alone"
"3417"	34486	52	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	60000	40	"Civilian employed, at work"	"MED-NURSING CARE FACILITIES"	"MED-REGISTERED NURSES"	60000	"White alone"
"3418"	34487	24	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	14000	40	"Civilian employed, at work"	"PRF-OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"	"RPR-OTHER INSTALLATION, MAINTENANCE, AND REPAIR WORKERS,"	14000	"White alone"
"3419"	34516	16	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 9"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"3420"	34519	59	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Professional degree beyond a bachelor's degree"	"Female"	47000	40	"Civilian employed, at work"	"PRF-SCIENTIFIC RESEARCH AND DEVELOPMENT SERVICES"	"SCI-CHEMISTS AND MATERIALS SCIENTISTS"	47000	"White alone"
"3421"	34530	39	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	26000	40	"Civilian employed, at work"	"PRF-ACCOUNTING, TAX PREPARATION, BOOKKEEPING, AND PAYROLL"	"OFF-RECEPTIONISTS AND INFORMATION CLERKS"	26500	"White alone"
"3422"	34531	12	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3423"	34540	31	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	20000	30	"Civilian employed, at work"	"RET-GIFT, NOVELTY, AND SOUVENIR SHOPS"	"SAL-RETAIL SALESPERSONS"	20000	"White alone"
"3424"	34550	68	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Regular high school diploma"	"Male"	0	30	"Civilian employed, at work"	"SCA-CHILD DAY CARE SERVICES"	"PRS-CHILD CARE WORKERS"	20900	"Black or African American alone"
"3425"	34576	56	"Born in the U.S."	"Employee of a private for-profit company or"	"Yes"	0	"No, speaks only English"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	"RET-SPECIALTY FOOD STORES"	"CLN-JANITORS AND BUILDING CLEANERS"	26700	"White alone"
"3426"	34588	49	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	60000	35	"Civilian employed, at work"	"FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES"	NA	60000	"White alone"
"3427"	34603	41	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Doctorate degree"	"Male"	135000	50	"Civilian employed, at work"	"MED-HOSPITALS"	"MED-PHYSICIANS AND SURGEONS"	135000	"White alone"
"3428"	34616	34	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Male"	75000	40	"Civilian employed, at work"	NA	NA	75000	"White alone"
"3429"	34623	29	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	42000	36	"Civilian employed, at work"	NA	"CON-FIRST-LINE SUPERVISORS/MANAGERS OF CONSTRUCTION TRADES"	47000	"White alone"
"3430"	34634	71	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	37300	"White alone"
"3431"	34657	54	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Professional degree beyond a bachelor's degree"	"Male"	33000	50	"Civilian employed, at work"	"PRF-LEGAL SERVICES"	"LGL-LAWYERS AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL"	33000	"White alone"
"3432"	34684	31	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	48000	40	"Civilian employed, at work"	"PRF-ADVERTISING AND RELATED SERVICES"	NA	48000	"White alone"
"3433"	34687	33	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	250000	60	"Civilian employed, at work"	"PRF-SCIENTIFIC RESEARCH AND DEVELOPMENT SERVICES"	"SAL-SALES AND RELATED WORKERS, ALL OTHER"	250000	"White alone"
"3434"	34708	50	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	1000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	4	"Civilian employed, at work"	"PRF-SPECIALIZED DESIGN SERVICES"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	2200	"White alone"
"3435"	34714	54	"U.S. citizen by naturalization"	"State government employee"	"No"	10000	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Female"	20000	50	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"CLN-JANITORS AND BUILDING CLEANERS"	30000	"Two or more major race groups"
"3436"	34720	65	"U.S. citizen by naturalization"	"State government employee"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, outside US and Puerto Rico"	"No, never served in the military"	"12th grade - no diploma"	"Male"	36800	40	"Not in labor force"	"ADM-OTHER GENERAL GOVERNMENT AND SUPPORT"	"CLN-JANITORS AND BUILDING CLEANERS"	44970	"Two or more major race groups"
"3437"	34755	20	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Male"	4000	20	"Not in labor force"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"SCI-MISCELLANEOUS LIFE, PHYSICAL, AND SOCIAL SCIENCE"	4000	"Asian alone"
"3438"	34756	38	"Born in Puerto Rico, Guam, the U.S. Virgin Islands,"	"Employee of a private not-for-profit,"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"12th grade - no diploma"	"Female"	20000	40	"Civilian employed, at work"	"MED-HOSPITALS"	"HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES"	20000	"Some other race alone"
"3439"	34759	10	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Some other race alone"
"3440"	34781	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Two or more major race groups"
"3441"	34809	94	"Born in the U.S."	NA	"Yes"	8300	"No, speaks only English"	"Widowed"	"Two times"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	20800	"White alone"
"3442"	34832	55	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	30000	40	"Civilian employed, at work"	"MED-OUTPATIENT CARE CENTERS"	"MED-PHYSICAL THERAPISTS"	30000	"White alone"
"3443"	34836	75	"Born in Puerto Rico, Guam, the U.S. Virgin Islands,"	NA	"No"	0	"Yes, speaks another language"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"3444"	34839	30	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"3445"	34875	6	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3446"	34879	60	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	3000	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	1900	11	"Civilian employed, at work"	"SRV-RELIGIOUS ORGANIZATIONS"	"OFF-OFFICE CLERKS, GENERAL"	20600	"White alone"
"3447"	34882	9	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"3448"	34884	4	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"3449"	34887	54	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	68000	55	"Civilian employed, with a job but not at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"CMS-SOCIAL WORKERS"	68000	"Black or African American alone"
"3450"	34892	66	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	31000	44	"Civilian employed, at work"	"RET-AUTO PARTS, ACCESSORIES, AND TIRE STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	31000	"White alone"
"3451"	34897	27	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	30000	40	"Civilian employed, at work"	"RET-AUTO PARTS, ACCESSORIES, AND TIRE STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	30000	"White alone"
"3452"	34900	16	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 10"	"Male"	2000	25	"Civilian employed, with a job but not at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"SAL-CASHIERS"	2000	"White alone"
"3453"	34907	36	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	50000	46	"Civilian employed, with a job but not at work"	"MED-OFFICES OF PHYSICIANS"	"MED-DIAGNOSTIC RELATED TECHNOLOGISTS AND TECHNICIANS"	50000	"White alone"
"3454"	34919	38	"Not a citizen of the U.S."	"Working without pay in family business or farm"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	40000	40	"Civilian employed, at work"	"RET-FURNITURE AND HOME FURNISHINGS STORES"	"SAL-RETAIL SALESPERSONS"	40000	"White alone"
"3455"	34923	40	"Born in Puerto Rico, Guam, the U.S. Virgin Islands,"	NA	"No"	0	"Yes, speaks another language"	"Divorced"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"GED or alternative credential"	"Female"	0	NA	"Not in labor force"	NA	NA	15400	"Some other race alone"
"3456"	34973	25	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	25000	45	"Civilian employed, at work"	"ENT-TRAVELER ACCOMMODATION"	"OFF-CUSTOMER SERVICE REPRESENTATIVES"	25000	"White alone"
"3457"	34987	50	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Divorced"	"Two times"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Male"	50000	40	"Civilian employed, at work"	NA	"CON-FIRST-LINE SUPERVISORS/MANAGERS OF CONSTRUCTION TRADES"	50000	"White alone"
"3458"	34992	47	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	52000	60	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	NA	52000	"White alone"
"3459"	35004	61	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Female"	62000	45	"Civilian employed, at work"	"SRV-BEAUTY SALONS"	"PRS-HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS"	62000	"White alone"
"3460"	35020	52	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	6000	20	"Civilian employed, at work"	"ENT-MUSEUMS, ART GALLERIES, HISTORICAL SITES, AND SIMILAR"	"EDU-OTHER TEACHERS AND INSTRUCTORS"	12000	"White alone"
